show_id,type,title,date_added,release_year,rating,duration,listed_in,description
s454,Movie,Hunt for the Abominable Snowman,31-Jul-20,2011,TV-PG,45 min,Documentary,"Across the Himalayas are stories of the yeti, or abominable snowman."
s455,Movie,Incredibles 2,31-Jul-20,2018,PG,118 min,"Action-Adventure, Animation, Family",The Incredibles spring into action when a dangerous new villain emerges.
s456,TV Show,King Fishers,31-Jul-20,2013,TV-PG,1 Season,"Action-Adventure, Animals & Nature, Docuseries","With so many fishermen and so many fishing disciplines, who is best?"
s457,Movie,Lost Temple of the Inca,31-Jul-20,2020,TV-PG,44 min,Documentary,A scientist discovers artifacts in Peru that could lead him to one of the country’s missing temples.
s458,TV Show,Marvel Funko Shorts,31-Jul-20,2016,TV-Y7,2 Seasons,"Action-Adventure, Animation, Anthology",Marvel and Funko present Pop! style Marvel heroes.
s459,TV Show,Muppets Now,31-Jul-20,2020,TV-PG,1 Season,"Comedy, Family, Lifestyle",The Muppets have a brand-new series ready to stream… but only if they can upload it in time.
s460,Movie,Surviving the Mount St. Helens Disaster,31-Jul-20,2020,TV-PG,44 min,"Animals & Nature, Documentary",Eyewitness accounts and rare images chart the violent 1980 eruption of Mount St. Helens.
s461,TV Show,What Sam Sees,31-Jul-20,2018,TV-G,1 Season,"Animals & Nature, Docuseries, Family","Join Sam on an underwater journey and learn about sharks, eels, and more!"
s462,Movie,Pirates of the Caribbean: Dead Men Tell No Tales,24-Jul-20,2017,PG-13,129 min,"Action-Adventure, Fantasy",Captain Jack Sparrow searches for the Trident of Poseidon.
s463,TV Show,PJ Masks (Shorts),24-Jul-20,2017,TV-Y,1 Season,"Action-Adventure, Animation, Kids",The PJ Masks are protecting the city from villains!
s464,TV Show,Rogue Trip,24-Jul-20,2020,TV-PG,1 Season,"Buddy, Docuseries",Bob Woodruff and his son travel the world searching for beauty and adventure in unexpected places.
s465,TV Show,Wild Congo,24-Jul-20,2014,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",The Congo: the most mysterious river in the dark heart of Africa.
s466,TV Show,Wild Sri Lanka,24-Jul-20,2016,TV-PG,1 Season,"Animals & Nature, Docuseries",This three-part series reveals the spectacular nature and amazing wildlife of Sri Lanka.
s467,Movie,A Pre-Opening Report from Disneyland,17-Jul-20,1955,TV-PG,55 min,"Documentary, Family, Historical",Walt provides a look at the details needed to get the Park ready to open. See details for advisory.
s468,Movie,Diary of a Wimpy Kid: The Long Haul,17-Jul-20,2017,PG,92 min,"Comedy, Family",A trip to Meemaw’s 90th birthday takes a detour due to Greg’s scheme to attend a gaming convention!
s469,TV Show,Disney Junior Music Lullabies,17-Jul-20,2018,TV-Y,1 Season,"Animation, Kids, Music",Disney Junior songs reimagined as calming lullabies.
s470,Movie,Lost City of Machu Picchu,17-Jul-20,2019,TV-14,44 min,"Documentary, Family",Who were the mysterious people who built Machu Picchu and why?
s471,TV Show,Super Robot Monkey Team Hyperforce Go!,17-Jul-20,2004,TV-Y7,2 Seasons,"Action-Adventure, Animation, Anime",Chiro and a team of five Robot Monkeys defend Shuggazoom City against Skeleton King and his minions.
s472,Movie,The Mouseketeers at Walt Disney World,17-Jul-20,1977,TV-PG,56 min,"Coming of Age, Drama, Family",The Mouseketeers arrive to perform at Walt Disney World. See details for advisory.
s473,TV Show,Wild Chile,17-Jul-20,2017,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",This beautiful and intriguing blue-chip series explores the incredibly varied wildlife of Chile.
s474,Movie,X-Men: Apocalypse,17-Jul-20,2016,PG-13,144 min,"Action-Adventure, Family, Science Fiction","Apocalypse, the most powerful mutant in the universe, tries to destroy all of mankind."
s475,TV Show,Cosmos: A Spacetime Odyssey,10-Jul-20,2013,TV-PG,1 Season,"Action-Adventure, Docuseries, Family",A 13-part adventure across the universe of space and time.
s476,Movie,Hamilton: History Has Its Eyes on You,10-Jul-20,2020,TV-PG,47 min,"Historical, Musical","Robin Roberts hosts a discussion with Lin-Manuel Miranda, Thomas Kail, and original cast members."
s477,Movie,Solo: A Star Wars Story,10-Jul-20,2018,PG-13,135 min,"Action-Adventure, Crime, Science Fiction",Witness the beginning of the Star Wars saga's most unlikely hero.
s478,Movie,X-Men: Days of Future Past,10-Jul-20,2014,PG-13,132 min,"Action-Adventure, Family, Science Fiction",Characters from the X-Men trilogy join their younger selves to change the past and save our future.
s479,Movie,The Undefeated Presents: Hamilton In-Depth,5-Jul-20,2020,TV-PG,33 min,"Historical, Musical",The Undefeated Presents: Hamilton In-Depth is a roundtable discussion with 9 stars and the director.
s480,TV Show,Animal ER,3-Jul-20,2016,TV-PG,2 Seasons,"Animals & Nature, Docuseries, Family",Animal ER brings you up close to the bleeding edge of animal care.
s481,Movie,Diary of a Wimpy Kid: Rodrick Rules,3-Jul-20,2011,PG,100 min,"Comedy, Family","In 7th grade, Greg must bond with his brother, Rodrick while also impressing the new girl in town."
s482,Movie,Hamilton,3-Jul-20,2020,PG-13,160 min,"Biographical, Historical, Musical",The filmed version of Broadway original “Hamilton” that soars in music and tale.
s483,Movie,Ice Age: Collision Course,3-Jul-20,2016,PG,97 min,"Action-Adventure, Animation, Comedy","When their world is threatened, Manny and friends go on a quest to survive the Scrat-tastrophe!"
s484,Movie,Race to Witch Mountain,3-Jul-20,2009,PG,100 min,"Action-Adventure, Family, Science Fiction",A Las Vegas cab driver helps two aliens disguised as teens get home to save their planet... and ours.
s485,Movie,The Big Green,3-Jul-20,1995,PG,100 min,"Comedy, Family, Sports",A group of bored misfits become local soccer heroes in a sleepy Texas town.
s486,Movie,The Mighty Ducks,3-Jul-20,1992,PG,104 min,"Comedy, Drama, Sports",A hotshot lawyer reluctantly coaches a hapless pee wee hockey team.
s487,Movie,While You Were Sleeping,3-Jul-20,1995,PG,104 min,"Comedy, Drama, Romance",A lonely subway worker is mistaken for a comatose man's finacée.
s488,TV Show,Disney A.N.T. Farm,26-Jun-20,2011,TV-G,3 Seasons,"Comedy, Coming of Age, Music",Chyna Sparks and her friends are the newest members of the A.N.T. program.
s489,TV Show,Into the Unknown: Making Frozen 2,26-Jun-20,2020,TV-PG,1 Season,"Docuseries, Family","For the first time, go behind-the-scenes into the making of the #1 animated film, Frozen 2."
s490,Movie,Man in Space,26-Jun-20,1955,TV-PG,49 min,"Documentary, Family","From the TV series Disneyland, a look at the history of space travel. See details for advisory."
s491,Movie,Mars and Beyond,26-Jun-20,1957,TV-G,53 min,"Animation, Documentary, Family",An animated look at humankind's early views of the universe and life on Mars.
s492,Movie,Marvel Studios' Avengers: Infinity War,26-Jun-20,2018,PG-13,152 min,"Action-Adventure, Fantasy, Science Fiction",The Avengers must be willing to sacrifice all to defeat Thanos.
s493,Movie,Tarzan,26-Jun-20,1999,G,93 min,"Action-Adventure, Animation, Coming of Age","Adopted by gorillas, Tarzan’s life changes forever when he meets other humans."
s494,Movie,Tarzan II,26-Jun-20,2005,G,75 min,"Action-Adventure, Animation, Coming of Age",Young Tarzan decides his ape family would be better off without him.
s495,TV Show,101 Dalmatians (Series),19-Jun-20,1997,TV-Y7,1 Season,"Action-Adventure, Animation, Kids",The Dearly Family move to a new farm home in the country.
s496,Movie,Big Sur: Wild California,19-Jun-20,2010,TV-PG,47 min,"Animals & Nature, Documentary, Family",Why is California's Big Sur coastline experiencing an explosion in wildlife?
s497,TV Show,Disney Junior Muppet Babies Play Date,19-Jun-20,2018,TV-Y,1 Season,"Comedy, Kids",Time for a playdate with the Muppet Babies!
s498,Movie,Egypt's Treasure Guardians,19-Jun-20,2016,TV-PG,44 min,"Documentary, Historical","This programme follows a select cast of individuals, determined to bring Egypt back from the brink."
s499,Movie,The Jungle Book,19-Jun-20,2016,PG,108 min,"Action-Adventure, Coming of Age, Family",A man-cub who’s been raised by a family of wolves eludes a dangerous tiger.
s500,Movie,The Pirate Fairy,19-Jun-20,2014,G,78 min,"Action-Adventure, Animation, Family",Tinker Bell and friends face the pirates of Skull Rock to save a friend.
s501,Movie,Trail Mix-Up,19-Jun-20,1993,TV-G,9 min,"Action-Adventure, Animation, Comedy",Roger Rabbit is left to care for Baby Herman in Yellowstone National Park.
s502,Movie,Tummy Trouble,19-Jun-20,1989,TV-G,8 min,"Action-Adventure, Animation, Comedy",Roger Rabbit is left to babysit with the mischievous Baby Herman
s503,Movie,Artemis Fowl,12-Jun-20,2020,PG,96 min,"Action-Adventure, Crime, Fantasy",A descendant of a long line of criminal masterminds seeks to find his father who has disappeared.
s504,TV Show,Mighty Med,12-Jun-20,2013,TV-Y7,2 Seasons,"Comedy, Coming of Age, Medical","Check in to Mighty Med, the secret superhero hospital."
s505,Movie,The Liberty Story,12-Jun-20,1957,TV-PG,48 min,"Drama, Family, Historical",Walt Disney presents segments of America's fight for freedom. See details for advisory.
s506,Movie,The Story of the Animated Drawing,12-Jun-20,1955,TV-PG,49 min,"Documentary, Family",Walt Disney discusses the history of animation. See details for advisory.
s507,Movie,Walt & El Grupo,12-Jun-20,2009,PG,108 min,"Documentary, Historical",The U.S. Government sends Walt Disney to South America on a goodwill tour.
s508,TV Show,Alaska's Grizzly Gauntlet,5-Jun-20,2018,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",Survival expert Les Stroud explores the world of Alaska’s most formidable wildlife.
s509,Movie,America's Greatest Animals,5-Jun-20,2012,TV-PG,90 min,"Animals & Nature, Documentary, Family",Nat Geo WILD goes on a search for America's 'big five.' Can America compete with Africa's beasts?
s510,Movie,Chasing the Equinox,5-Jun-20,2019,TV-PG,45 min,Documentary,Ancient civilizations shared an incredible knowledge of the sun.
s511,TV Show,Howie Mandel's Animals Doing Things,5-Jun-20,2017,TV-PG,2 Seasons,"Animals & Nature, Comedy, Family",This show combines Howie Mandel’s lovable comedic genius with clips of animals doing crazy things.
s512,TV Show,Japan: Between Earth and Sky,5-Jun-20,2017,TV-PG,1 Season,"Animals & Nature, Docuseries",Japan: Between Earth and Sky reveals the mystery of some the most beautiful sites in the country.
s513,Movie,Percy Jackson & The Olympians: The Lightning Thief,5-Jun-20,2010,PG,119 min,"Action-Adventure, Family, Fantasy",A boy discovers he's the descendant of Poseidon and must settle an on-going battle between the gods.
s514,TV Show,Secrets of Wild India,5-Jun-20,2012,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",'Secrets of Wild India' celebrates the diversity and drama of India's extraordinary landscapes.
s515,TV Show,The Greeks,5-Jun-20,2016,TV-PG,1 Season,"Docuseries, Historical","Quite simply, the Greeks created our world."
s516,TV Show,Wild Hawaii,5-Jun-20,2014,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",National Geographic takes us on an untamed journey to Hawaii's remarkable lands.
s517,Movie,Women Of Impact: Changing The World,5-Jun-20,2019,TV-PG,44 min,"Documentary, Historical",How will you make the world a better place? Hear stories of the amazing women changing our world.
s518,Movie,"Maggie Simpson in ""The Longest Daycare""",29-May-20,2012,PG,5 min,"Animation, Comedy","In this Oscar-nominated short from The Simpsons, Maggie navigates an eventful first day at daycare."
s519,Movie,Mickey and the Seal,29-May-20,1948,TV-G,7 min,"Animation, Family",Mickey and Pluto get into trouble with a mischievous seal.
s520,TV Show,The Evermoor Chronicles,29-May-20,2015,TV-PG,2 Seasons,"Coming of Age, Fantasy, Mystery",Tara is trying to settle into a strange village.
s521,Movie,The Moon-Spinners,29-May-20,1964,PG,119 min,"Crime, Drama, Mystery",A teen finds romance and searches for stolen gems during her vacation.
s522,TV Show,Doc McStuffins,22-May-20,2011,TV-Y7,5 Seasons,"Animation, Kids, Medical",Doc McStuffins has a clinic for toys in her playhouse.
s523,Movie,Fantastic Mr. Fox,22-May-20,2009,PG,88 min,"Animation, Comedy, Crime",Mr. Fox lives a happy life until he plots the greatest chicken heist the world has ever seen.
s524,Movie,"Hello, Dolly!",22-May-20,1969,G,147 min,"Comedy, Musical, Romance",Matchmaker Dolly Levi orchestrates the love lives of her friends while trying to figure out her own.
s525,TV Show,Marvel's Future Avengers,22-May-20,2017,TV-Y7,2 Seasons,"Action-Adventure, Animation, Anime",Teenagers train to become superheroes.
s526,Movie,Out,22-May-20,2020,PG,12 min,"Animation, Family, Fantasy","On an average day, Greg's life seems ordinary. But today is different - there’s magic in the air."
s527,TV Show,The Big Fib,22-May-20,2019,TV-PG,1 Season,"Family, Game Show / Competition",The Big Fib is a comedy game show where a truth-seeking kid chooses between a liar and an expert.
s528,Movie,The Boys: The Sherman Brothers' Story,22-May-20,2009,PG,102 min,"Biographical, Documentary, Music","A journey through the lives of the prolific, award-winning songwriting duo."
s529,TV Show,It's a Dog's Life with Bill Farmer,15-May-20,2020,TV-PG,1 Season,"Animals & Nature, Docuseries, Family","As the voice of Goofy and Pluto, Bill Farmer crosses the country meeting dogs doing incredible work!"
s530,Movie,Maleficent: Mistress of Evil,15-May-20,2019,PG,121 min,"Action-Adventure, Family, Fantasy",The story of Disney's most iconic villain continues.
s531,Movie,Star Wars: The Rise of Skywalker (Episode IX),4-May-20,2019,PG-13,142 min,"Action-Adventure, Family, Science Fiction",The landmark Skywalker saga comes to a conclusion.
s532,Movie,John Carter,2-May-20,2012,PG-13,134 min,"Action-Adventure, Family, Fantasy",A former military captain is inexplicably transported to Barsoom (Mars).
s533,TV Show,Awesome Animals,1-May-20,2017,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",National Geographic Kids presents a natural history series just for kids.
s534,TV Show,Birth of Europe,1-May-20,2014,TV-G,1 Season,Docuseries,Birth of Europe reveals the extraordinary story of how Europe has been created by Nature’s forces.
s535,Movie,Bride of Boogedy,1-May-20,1987,TV-PG,93 min,"Action-Adventure, Family, Fantasy","Mr. Boogedy returns, and will not stop until he get his revenge."
s536,TV Show,Buried Secrets Of The Bible With Albert Lin,1-May-20,2019,TV-PG,1 Season,"Action-Adventure, Docuseries, Historical",Albert Lin investigates two great stories of the Bible.
s537,TV Show,Disney Prop Culture,1-May-20,2020,TV-PG,1 Season,Docuseries,"Collector Dan Lanigan reunites iconic Disney movie props with filmmakers, actors, and crew."
s538,Movie,George of the Jungle,1-May-20,1997,PG,93 min,"Action-Adventure, Comedy, Family","A baby raised by gorillas grows up to be a lovable, vine-swinging klutz."
s539,Movie,Homeward Bound II: Lost in San Francisco,1-May-20,1996,G,90 min,"Action-Adventure, Animals & Nature, Family",Three lost pets must navigate through San Francisco to find their way home.
s540,Movie,Homeward Bound: The Incredible Journey,1-May-20,1993,G,85 min,"Action-Adventure, Animals & Nature, Family",Two dogs and a cat embark on a great American journey to find their owners.
s541,Movie,How to Play Baseball,1-May-20,1942,TV-G,8 min,"Animation, Family, Sports",Goofy teaches you all about this all-American pastime.
s542,Movie,In Beaver Valley,1-May-20,1950,TV-PG,32 min,"Animals & Nature, Documentary, Family",A young male beaver races to build his new family a home before winter. See details for advisory.
s543,TV Show,Lost Treasures Of Egypt,1-May-20,2018,TV-PG,1 Season,"Docuseries, Historical","An immersive, discovery-led series following teams of archaeologists in Egypt."
